"","time","use..kW.","day","hour"
"2212",2020-04-02 09:00:00,31.754850005,4,9
"2213",2020-04-02 10:00:00,32.902749997,4,10
"2214",2020-04-02 11:00:00,41.164333332,4,11
"2215",2020-04-02 12:00:00,49.707649999,4,12
"2216",2020-04-02 13:00:00,48.958416669,4,13
"2217",2020-04-02 14:00:00,46.491149998,4,14
"2218",2020-04-02 15:00:00,40.247583337,4,15
"2219",2020-04-02 16:00:00,38.389433338,4,16
"2220",2020-04-02 17:00:00,36.467883332,4,17
"2221",2020-04-02 18:00:00,48.278599995,4,18
"2222",2020-04-02 19:00:00,99.842216663,4,19
"2223",2020-04-02 20:00:00,97.098383332,4,20
"2224",2020-04-02 21:00:00,34.409800002,4,21
"2225",2020-04-02 22:00:00,41.867583334,4,22
"2226",2020-04-02 23:00:00,48.944250002,4,23
"2227",2020-04-03 00:00:00,60.2402,5,0
"2228",2020-04-03 01:00:00,60.480616666,5,1
"2229",2020-04-03 02:00:00,38.122383332,5,2
"2230",2020-04-03 03:00:00,31.686716668,5,3
"2231",2020-04-03 04:00:00,30.624666665,5,4
"2232",2020-04-03 05:00:00,37.46313333,5,5
"2233",2020-04-03 06:00:00,48.633483332,5,6
"2234",2020-04-03 07:00:00,54.975799997,5,7
"2235",2020-04-03 08:00:00,41.107166666,5,8
"2236",2020-04-03 09:00:00,52.451700002,5,9
"2237",2020-04-03 10:00:00,41.177883334,5,10
"2238",2020-04-03 11:00:00,52.925966666,5,11
"2239",2020-04-03 12:00:00,93.157883334,5,12
"2240",2020-04-03 13:00:00,89.089716667,5,13
"2241",2020-04-03 14:00:00,140.285500002,5,14
"2242",2020-04-03 15:00:00,83.439283335,5,15
"2243",2020-04-03 16:00:00,40.044033334,5,16
"2244",2020-04-03 17:00:00,22.338516665,5,17
"2245",2020-04-03 18:00:00,65.393650001,5,18
"2246",2020-04-03 19:00:00,42.843550004,5,19
"2247",2020-04-03 20:00:00,86.974983332,5,20
"2248",2020-04-03 21:00:00,58.371716666,5,21
"2249",2020-04-03 22:00:00,141.287466665,5,22
"2250",2020-04-03 23:00:00,99.357049998,5,23
"2251",2020-04-04 00:00:00,124.4567,6,0
"2252",2020-04-04 01:00:00,89.80065,6,1
"2253",2020-04-04 02:00:00,65.737383332,6,2
"2254",2020-04-04 03:00:00,42.59265,6,3
"2255",2020-04-04 04:00:00,47.460583334,6,4
"2256",2020-04-04 05:00:00,55.9683,6,5
"2257",2020-04-04 06:00:00,45.956566663,6,6
"2258",2020-04-04 07:00:00,57.954883332,6,7
"2259",2020-04-04 08:00:00,47.638883333,6,8
"2260",2020-04-04 09:00:00,61.392616666,6,9
"2261",2020-04-04 10:00:00,75.778516663,6,10
"2262",2020-04-04 11:00:00,49.495950002,6,11
"2263",2020-04-04 12:00:00,64.521616662,6,12
"2264",2020-04-04 13:00:00,57.940899998,6,13
"2265",2020-04-04 14:00:00,80.107566664,6,14
"2266",2020-04-04 15:00:00,76.954016671,6,15
"2267",2020-04-04 16:00:00,64.968533335,6,16
"2268",2020-04-04 17:00:00,103.960999997,6,17
"2269",2020-04-04 18:00:00,69.659983335,6,18
"2270",2020-04-04 19:00:00,92.091916666,6,19
"2271",2020-04-04 20:00:00,63.639533329,6,20
"2272",2020-04-04 21:00:00,90.963749996,6,21
"2273",2020-04-04 22:00:00,195.742283332,6,22
"2274",2020-04-04 23:00:00,155.374550001,6,23
"2275",2020-04-05 00:00:00,124.372866662,0,0
"2276",2020-04-05 01:00:00,82.570650001,0,1
"2277",2020-04-05 02:00:00,57.898699998,0,2
"2278",2020-04-05 03:00:00,88.749966666,0,3
"2279",2020-04-05 04:00:00,76.424333333,0,4
"2280",2020-04-05 05:00:00,39.833833331,0,5
"2281",2020-04-05 06:00:00,66.577733337,0,6
"2282",2020-04-05 07:00:00,51.352799997,0,7
"2283",2020-04-05 08:00:00,51.199150001,0,8
"2284",2020-04-05 09:00:00,63.85646667,0,9
"2285",2020-04-05 10:00:00,80.425233334,0,10
"2286",2020-04-05 11:00:00,86.509999998,0,11
"2287",2020-04-05 12:00:00,53.433016667,0,12
"2288",2020-04-05 13:00:00,36.854949996,0,13
"2289",2020-04-05 14:00:00,40.841933334,0,14
"2290",2020-04-05 15:00:00,39.004899999,0,15
"2291",2020-04-05 16:00:00,70.499600002,0,16
"2292",2020-04-05 17:00:00,40.014199998,0,17
"2293",2020-04-05 18:00:00,39.39525,0,18
"2294",2020-04-05 19:00:00,48.612166665,0,19
"2295",2020-04-05 20:00:00,32.71445,0,20
"2296",2020-04-05 21:00:00,43.352816665,0,21
"2297",2020-04-05 22:00:00,43.961466663,0,22
"2298",2020-04-05 23:00:00,33.691249999,0,23
"2299",2020-04-06 00:00:00,72.49205,1,0
"2300",2020-04-06 01:00:00,67.494833337,1,1
"2301",2020-04-06 02:00:00,66.85843333,1,2
"2302",2020-04-06 03:00:00,37.43701667,1,3
"2303",2020-04-06 04:00:00,41.835950002,1,4
"2304",2020-04-06 05:00:00,55.659016668,1,5
"2305",2020-04-06 06:00:00,54.123266668,1,6
"2306",2020-04-06 07:00:00,44.074516666,1,7
"2307",2020-04-06 08:00:00,53.833033332,1,8
"2308",2020-04-06 09:00:00,49.371433336,1,9
"2309",2020-04-06 10:00:00,75.064366668,1,10
"2310",2020-04-06 11:00:00,71.083383334,1,11
"2311",2020-04-06 12:00:00,56.049266669,1,12
"2312",2020-04-06 13:00:00,20.669599998,1,13
"2313",2020-04-06 14:00:00,32.621633332,1,14
"2314",2020-04-06 15:00:00,6.719566668,1,15
"2315",2020-04-06 16:00:00,22.072283335,1,16
"2316",2020-04-06 17:00:00,12.990066668,1,17
"2317",2020-04-06 18:00:00,18.614666665,1,18
"2318",2020-04-06 19:00:00,27.443766669,1,19
"2319",2020-04-06 20:00:00,38.942550003,1,20
"2320",2020-04-06 21:00:00,31.776749999,1,21
"2321",2020-04-06 22:00:00,59.051816667,1,22
"2322",2020-04-06 23:00:00,45.386166667,1,23
"2323",2020-04-07 00:00:00,70.038233336,2,0
"2324",2020-04-07 01:00:00,72.300766665,2,1
"2325",2020-04-07 02:00:00,65.819599999,2,2
"2326",2020-04-07 03:00:00,65.359483333,2,3
"2327",2020-04-07 04:00:00,28.779766669,2,4
"2328",2020-04-07 05:00:00,34.503266663,2,5
"2329",2020-04-07 06:00:00,38.808516665,2,6
"2330",2020-04-07 07:00:00,44.460850002,2,7
"2331",2020-04-07 08:00:00,38.873499997,2,8
"2332",2020-04-07 09:00:00,51.740733335,2,9
"2333",2020-04-07 10:00:00,52.743600003,2,10
"2334",2020-04-07 11:00:00,75.23555,2,11
"2335",2020-04-07 12:00:00,59.603316666,2,12
"2336",2020-04-07 13:00:00,20.6807,2,13
"2337",2020-04-07 14:00:00,23.770466662,2,14
"2338",2020-04-07 15:00:00,30.356349999,2,15
"2339",2020-04-07 16:00:00,33.173483334,2,16
"2340",2020-04-07 17:00:00,19.125983334,2,17
"2341",2020-04-07 18:00:00,29.50295,2,18
"2342",2020-04-07 19:00:00,52.264666667,2,19
"2343",2020-04-07 20:00:00,60.978216665,2,20
"2344",2020-04-07 21:00:00,56.740066666,2,21
"2345",2020-04-07 22:00:00,47.267383332,2,22
"2346",2020-04-07 23:00:00,35.657766668,2,23
"2347",2020-04-08 00:00:00,56.689783333,3,0
"2348",2020-04-08 01:00:00,69.318866667,3,1
"2349",2020-04-08 02:00:00,42.659400002,3,2
"2350",2020-04-08 03:00:00,31.312033333,3,3
"2351",2020-04-08 04:00:00,30.474633332,3,4
"2352",2020-04-08 05:00:00,27.132166666,3,5
"2353",2020-04-08 06:00:00,34.143699999,3,6
"2354",2020-04-08 07:00:00,36.766533329,3,7
"2355",2020-04-08 08:00:00,45.49775,3,8
"2356",2020-04-08 09:00:00,34.159833335,3,9
"2357",2020-04-08 10:00:00,66.850800001,3,10
"2358",2020-04-08 11:00:00,69.386899999,3,11
"2359",2020-04-08 12:00:00,47.288016665,3,12
"2360",2020-04-08 13:00:00,17.4415,3,13
"2361",2020-04-08 14:00:00,14.423016666,3,14
"2362",2020-04-08 15:00:00,19.65398333,3,15
"2363",2020-04-08 16:00:00,26.061466665,3,16
"2364",2020-04-08 17:00:00,33.396516666,3,17
"2365",2020-04-08 18:00:00,25.92335,3,18
"2366",2020-04-08 19:00:00,29.714599999,3,19
"2367",2020-04-08 20:00:00,50.249716668,3,20
"2368",2020-04-08 21:00:00,52.510366666,3,21
"2369",2020-04-08 22:00:00,66.290833333,3,22
"2370",2020-04-08 23:00:00,48.350999998,3,23
"2371",2020-04-09 00:00:00,45.560083331,4,0
"2372",2020-04-09 01:00:00,52.724166666,4,1
"2373",2020-04-09 02:00:00,31.443099995,4,2
"2374",2020-04-09 03:00:00,35.148816664,4,3
"2375",2020-04-09 04:00:00,40.430750001,4,4
"2376",2020-04-09 05:00:00,41.845999998,4,5
"2377",2020-04-09 06:00:00,59.005583335,4,6
"2378",2020-04-09 07:00:00,38.719133336,4,7
"2379",2020-04-09 08:00:00,43.473833334,4,8
"2380",2020-04-09 09:00:00,50.739400001,4,9
"2381",2020-04-09 10:00:00,43.622216669,4,10
"2382",2020-04-09 11:00:00,54.971116665,4,11
"2383",2020-04-09 12:00:00,76.810483332,4,12
"2384",2020-04-09 13:00:00,50.500416667,4,13
"2385",2020-04-09 14:00:00,49.268883331,4,14
"2386",2020-04-09 15:00:00,6.929899999,4,15
"2387",2020-04-09 16:00:00,32.519416668,4,16
"2388",2020-04-09 17:00:00,42.33295,4,17
"2389",2020-04-09 18:00:00,35.700883334,4,18
"2390",2020-04-09 19:00:00,39.86505,4,19
"2391",2020-04-09 20:00:00,41.961283334,4,20
"2392",2020-04-09 21:00:00,61.315299998,4,21
"2393",2020-04-09 22:00:00,61.954733337,4,22
"2394",2020-04-09 23:00:00,77.298183332,4,23
"2395",2020-04-10 00:00:00,75.509316666,5,0
"2396",2020-04-10 01:00:00,82.927983332,5,1
"2397",2020-04-10 02:00:00,47.667916667,5,2
"2398",2020-04-10 03:00:00,50.146416669,5,3
"2399",2020-04-10 04:00:00,29.444116668,5,4
"2400",2020-04-10 05:00:00,40.276716661,5,5
"2401",2020-04-10 06:00:00,54.936866662,5,6
"2402",2020-04-10 07:00:00,37.369149996,5,7
"2403",2020-04-10 08:00:00,54.755366667,5,8
"2404",2020-04-10 09:00:00,38.815950001,5,9
"2405",2020-04-10 10:00:00,56.927733334,5,10
"2406",2020-04-10 11:00:00,45.183766672,5,11
"2407",2020-04-10 12:00:00,62.52875,5,12
"2408",2020-04-10 13:00:00,40.627916667,5,13
"2409",2020-04-10 14:00:00,66.406416665,5,14
"2410",2020-04-10 15:00:00,39.779850001,5,15
"2411",2020-04-10 16:00:00,19.311699999,5,16
"2412",2020-04-10 17:00:00,11.764783332,5,17
"2413",2020-04-10 18:00:00,17.814316664,5,18
"2414",2020-04-10 19:00:00,44.535816666,5,19
"2415",2020-04-10 20:00:00,42.812666669,5,20
"2416",2020-04-10 21:00:00,59.360683336,5,21
"2417",2020-04-10 22:00:00,49.503716663,5,22
"2418",2020-04-10 23:00:00,37.76585,5,23
"2419",2020-04-11 00:00:00,58.244333335,6,0
"2420",2020-04-11 01:00:00,43.379166665,6,1
"2421",2020-04-11 02:00:00,56.455133331,6,2
"2422",2020-04-11 03:00:00,59.625783331,6,3
"2423",2020-04-11 04:00:00,49.543600004,6,4
"2424",2020-04-11 05:00:00,25.751850001,6,5
"2425",2020-04-11 06:00:00,29.070649999,6,6
"2426",2020-04-11 07:00:00,38.210283331,6,7
"2427",2020-04-11 08:00:00,46.927983333,6,8
"2428",2020-04-11 09:00:00,33.854416665,6,9
"2429",2020-04-11 10:00:00,64.695233335,6,10
"2430",2020-04-11 11:00:00,50.298066668,6,11
"2431",2020-04-11 12:00:00,55.894016671,6,12
"2432",2020-04-11 13:00:00,76.021916665,6,13
"2433",2020-04-11 14:00:00,67.767166664,6,14
"2434",2020-04-11 15:00:00,61.378666665,6,15
"2435",2020-04-11 16:00:00,62.2311,6,16
"2436",2020-04-11 17:00:00,107.965183339,6,17
"2437",2020-04-11 18:00:00,67.764383333,6,18
"2438",2020-04-11 19:00:00,19.943399998,6,19
"2439",2020-04-11 20:00:00,51.182383334,6,20
"2440",2020-04-11 21:00:00,104.745499998,6,21
"2441",2020-04-11 22:00:00,104.369849999,6,22
"2442",2020-04-11 23:00:00,80.836500003,6,23
"2443",2020-04-12 00:00:00,141.630283333,0,0
"2444",2020-04-12 01:00:00,68.264749999,0,1
"2445",2020-04-12 02:00:00,54.334950006,0,2
"2446",2020-04-12 03:00:00,76.725916664,0,3
"2447",2020-04-12 04:00:00,58.659600003,0,4
"2448",2020-04-12 05:00:00,36.834283335,0,5
"2449",2020-04-12 06:00:00,22.637383336,0,6
"2450",2020-04-12 07:00:00,27.256083335,0,7
"2451",2020-04-12 08:00:00,32.714716668,0,8
"2452",2020-04-12 09:00:00,42.048800004,0,9
"2453",2020-04-12 10:00:00,77.144283334,0,10
"2454",2020-04-12 11:00:00,106.314866668,0,11
"2455",2020-04-12 12:00:00,58.594616664,0,12
"2456",2020-04-12 13:00:00,24.101800005,0,13
"2457",2020-04-12 14:00:00,24.121099998,0,14
"2458",2020-04-12 15:00:00,35.843999998,0,15
"2459",2020-04-12 16:00:00,46.306633331,0,16
"2460",2020-04-12 17:00:00,15.982416671,0,17
"2461",2020-04-12 18:00:00,15.755533335,0,18
"2462",2020-04-12 19:00:00,15.536533334,0,19
"2463",2020-04-12 20:00:00,22.216199998,0,20
"2464",2020-04-12 21:00:00,19.8273,0,21
"2465",2020-04-12 22:00:00,43.23535,0,22
"2466",2020-04-12 23:00:00,38.479133332,0,23
"2467",2020-04-13 00:00:00,46.860533329,1,0
"2468",2020-04-13 01:00:00,53.751316667,1,1
"2469",2020-04-13 02:00:00,33.850699997,1,2
"2470",2020-04-13 03:00:00,47.427666665,1,3
"2471",2020-04-13 04:00:00,26.032166666,1,4
"2472",2020-04-13 05:00:00,40.160583333,1,5
"2473",2020-04-13 06:00:00,43.615283336,1,6
"2474",2020-04-13 07:00:00,55.615166669,1,7
"2475",2020-04-13 08:00:00,40.761416666,1,8
"2476",2020-04-13 09:00:00,73.190566664,1,9
"2477",2020-04-13 10:00:00,75.352599997,1,10
"2478",2020-04-13 11:00:00,74.002316671,1,11
"2479",2020-04-13 12:00:00,49.696800001,1,12
"2480",2020-04-13 13:00:00,12.948750001,1,13
"2481",2020-04-13 14:00:00,9.243749998,1,14
"2482",2020-04-13 15:00:00,13.969683335,1,15
"2483",2020-04-13 16:00:00,8.378666665,1,16
"2484",2020-04-13 17:00:00,5.3729,1,17
"2485",2020-04-13 18:00:00,5.440466669,1,18
"2486",2020-04-13 19:00:00,3.629249999,1,19
"2487",2020-04-13 20:00:00,16.493533333,1,20
"2488",2020-04-13 21:00:00,15.658983334,1,21
"2489",2020-04-13 22:00:00,37.553116662,1,22
"2490",2020-04-13 23:00:00,107.285733334,1,23
"2491",2020-04-14 00:00:00,85.537999993,2,0
"2492",2020-04-14 01:00:00,77.519883335,2,1
"2493",2020-04-14 02:00:00,68.050683336,2,2
"2494",2020-04-14 03:00:00,49.470599997,2,3
"2495",2020-04-14 04:00:00,29.408566671,2,4
"2496",2020-04-14 05:00:00,25.160766662,2,5
"2497",2020-04-14 06:00:00,26.594299998,2,6
"2498",2020-04-14 07:00:00,24.252366673,2,7
"2499",2020-04-14 08:00:00,24.18778333,2,8
"2500",2020-04-14 09:00:00,56.931799997,2,9
"2501",2020-04-14 10:00:00,53.294666664,2,10
"2502",2020-04-14 11:00:00,95.080533333,2,11
"2503",2020-04-14 12:00:00,41.801433332,2,12
"2504",2020-04-14 13:00:00,17.43076667,2,13
"2505",2020-04-14 14:00:00,18.744066664,2,14
"2506",2020-04-14 15:00:00,22.22018333,2,15
"2507",2020-04-14 16:00:00,21.355750002,2,16
"2508",2020-04-14 17:00:00,7.207366664,2,17
"2509",2020-04-14 18:00:00,49.490033332,2,18
"2510",2020-04-14 19:00:00,54.735583334,2,19
"2511",2020-04-14 20:00:00,50.3943,2,20
"2512",2020-04-14 21:00:00,76.038200002,2,21
"2513",2020-04-14 22:00:00,50.639933335,2,22
"2514",2020-04-14 23:00:00,30.042216665,2,23
"2515",2020-04-15 00:00:00,44.969683334,3,0
"2516",2020-04-15 01:00:00,41.241333336,3,1
"2517",2020-04-15 02:00:00,65.487533335,3,2
"2518",2020-04-15 03:00:00,88.252983336,3,3
"2519",2020-04-15 04:00:00,41.677366666,3,4
"2520",2020-04-15 05:00:00,27.816966668,3,5
"2521",2020-04-15 06:00:00,25.303983333,3,6
"2522",2020-04-15 07:00:00,25.581616666,3,7
"2523",2020-04-15 08:00:00,25.083916668,3,8
"2524",2020-04-15 09:00:00,47.934333331,3,9
"2525",2020-04-15 10:00:00,82.285066665,3,10
"2526",2020-04-15 11:00:00,74.401799997,3,11
"2527",2020-04-15 12:00:00,46.250149998,3,12
"2528",2020-04-15 13:00:00,7.09285,3,13
"2529",2020-04-15 14:00:00,3.558466667,3,14
"2530",2020-04-15 15:00:00,19.102249997,3,15
"2531",2020-04-15 16:00:00,19.584266668,3,16
"2532",2020-04-15 17:00:00,8.276983337,3,17
"2533",2020-04-15 18:00:00,5.144633335,3,18
"2534",2020-04-15 19:00:00,5.357983329,3,19
"2535",2020-04-15 20:00:00,13.664916666,3,20
"2536",2020-04-15 21:00:00,21.705966667,3,21
"2537",2020-04-15 22:00:00,27.37646667,3,22
"2538",2020-04-15 23:00:00,25.020300003,3,23
"2539",2020-04-16 00:00:00,26.766733335,4,0
"2540",2020-04-16 01:00:00,26.943716665,4,1
"2541",2020-04-16 02:00:00,23.841666665,4,2
"2542",2020-04-16 03:00:00,26.841116666,4,3
"2543",2020-04-16 04:00:00,27.228050002,4,4
"2544",2020-04-16 05:00:00,23.796316662,4,5
"2545",2020-04-16 06:00:00,24.425083333,4,6
"2546",2020-04-16 07:00:00,26.019133329,4,7
"2547",2020-04-16 08:00:00,23.766283333,4,8
"2548",2020-04-16 09:00:00,24.095316663,4,9
"2549",2020-04-16 10:00:00,31.3217,4,10
"2550",2020-04-16 11:00:00,59.05656667,4,11
"2551",2020-04-16 12:00:00,39.198499999,4,12
"2552",2020-04-16 13:00:00,12.539183331,4,13
"2553",2020-04-16 14:00:00,12.368216666,4,14
"2554",2020-04-16 15:00:00,5.896483365,4,15
"2555",2020-04-16 16:00:00,7.799099999,4,16
"2556",2020-04-16 17:00:00,4.61718333,4,17
"2557",2020-04-16 18:00:00,4.61463333,4,18
"2558",2020-04-16 19:00:00,7.228316664,4,19
"2559",2020-04-16 20:00:00,10.70755,4,20
"2560",2020-04-16 21:00:00,16.4925,4,21
"2561",2020-04-16 22:00:00,27.61435,4,22
"2562",2020-04-16 23:00:00,22.281350002,4,23
"2563",2020-04-17 00:00:00,23.1615,5,0
"2564",2020-04-17 01:00:00,24.984683333,5,1
"2565",2020-04-17 02:00:00,31.228250001,5,2
"2566",2020-04-17 03:00:00,47.390016669,5,3
"2567",2020-04-17 04:00:00,23.209366665,5,4
"2568",2020-04-17 05:00:00,25.45998333,5,5
"2569",2020-04-17 06:00:00,25.208016667,5,6
"2570",2020-04-17 07:00:00,21.677899999,5,7
"2571",2020-04-17 08:00:00,24.613949996,5,8
"2572",2020-04-17 09:00:00,24.425433337,5,9
"2573",2020-04-17 10:00:00,33.928,5,10
"2574",2020-04-17 11:00:00,55.580899999,5,11
"2575",2020-04-17 12:00:00,46.623616664,5,12
"2576",2020-04-17 13:00:00,17.211616668,5,13
"2577",2020-04-17 14:00:00,12.646566667,5,14
"2578",2020-04-17 15:00:00,12.956933331,5,15
"2579",2020-04-17 16:00:00,6.12325,5,16
"2580",2020-04-17 17:00:00,17.117966668,5,17
"2581",2020-04-17 18:00:00,7.10113333,5,18
"2582",2020-04-17 19:00:00,32.341516669,5,19
"2583",2020-04-17 20:00:00,54.295599999,5,20
"2584",2020-04-17 21:00:00,46.310233333,5,21
"2585",2020-04-17 22:00:00,96.560233334,5,22
"2586",2020-04-17 23:00:00,28.09805,5,23
"2587",2020-04-18 00:00:00,43.177499999,6,0
"2588",2020-04-18 01:00:00,53.2351,6,1
"2589",2020-04-18 02:00:00,68.874766667,6,2
"2590",2020-04-18 03:00:00,59.797116666,6,3
"2591",2020-04-18 04:00:00,21.237483334,6,4
"2592",2020-04-18 05:00:00,30.245833338,6,5
"2593",2020-04-18 06:00:00,30.724066665,6,6
"2594",2020-04-18 07:00:00,22.992500001,6,7
"2595",2020-04-18 08:00:00,27.216400001,6,8
"2596",2020-04-18 09:00:00,21.748300003,6,9
"2597",2020-04-18 10:00:00,28.560100002,6,10
"2598",2020-04-18 11:00:00,26.214266669,6,11
"2599",2020-04-18 12:00:00,49.933100001,6,12
"2600",2020-04-18 13:00:00,94.877916667,6,13
"2601",2020-04-18 14:00:00,57.389983332,6,14
"2602",2020-04-18 15:00:00,25.552349996,6,15
"2603",2020-04-18 16:00:00,16.911516665,6,16
"2604",2020-04-18 17:00:00,7.396633334,6,17
"2605",2020-04-18 18:00:00,25.094116666,6,18
"2606",2020-04-18 19:00:00,17.650766672,6,19
"2607",2020-04-18 20:00:00,20.820666666,6,20
"2608",2020-04-18 21:00:00,29.057616665,6,21
"2609",2020-04-18 22:00:00,39.575466665,6,22
"2610",2020-04-18 23:00:00,48.50186667,6,23
"2611",2020-04-19 00:00:00,83.968316667,0,0
"2612",2020-04-19 01:00:00,181.971233327,0,1
"2613",2020-04-19 02:00:00,64.321300003,0,2
"2614",2020-04-19 03:00:00,53.206283333,0,3
"2615",2020-04-19 04:00:00,70.951099998,0,4
"2616",2020-04-19 05:00:00,54.906683333,0,5
"2617",2020-04-19 06:00:00,37.072333336,0,6
"2618",2020-04-19 07:00:00,21.869466664,0,7
"2619",2020-04-19 08:00:00,28.099516665,0,8
"2620",2020-04-19 09:00:00,26.416599996,0,9
"2621",2020-04-19 10:00:00,20.403666668,0,10
"2622",2020-04-19 11:00:00,55.694966663,0,11
"2623",2020-04-19 12:00:00,37.878783332,0,12
"2624",2020-04-19 13:00:00,20.573666666,0,13
"2625",2020-04-19 14:00:00,25.868066667,0,14
"2626",2020-04-19 15:00:00,21.591016666,0,15
"2627",2020-04-19 16:00:00,15.159266668,0,16
"2628",2020-04-19 17:00:00,6.61165,0,17
"2629",2020-04-19 18:00:00,6.160166663,0,18
"2630",2020-04-19 19:00:00,11.579516666,0,19
"2631",2020-04-19 20:00:00,19.100083333,0,20
"2632",2020-04-19 21:00:00,22.023183336,0,21
"2633",2020-04-19 22:00:00,39.237600001,0,22
"2634",2020-04-19 23:00:00,30.192549996,0,23
"2635",2020-04-20 00:00:00,41.373666668,1,0
"2636",2020-04-20 01:00:00,46.607966665,1,1
"2637",2020-04-20 02:00:00,54.587066666,1,2
"2638",2020-04-20 03:00:00,63.221233334,1,3
"2639",2020-04-20 04:00:00,50.551733333,1,4
"2640",2020-04-20 05:00:00,31.386416665,1,5
"2641",2020-04-20 06:00:00,28.609333333,1,6
"2642",2020-04-20 07:00:00,26.072583333,1,7
"2643",2020-04-20 08:00:00,22.912683334,1,8
"2644",2020-04-20 09:00:00,21.859266664,1,9
"2645",2020-04-20 10:00:00,21.6149,1,10
"2646",2020-04-20 11:00:00,46.173000003,1,11
"2647",2020-04-20 12:00:00,27.751849998,1,12
"2648",2020-04-20 13:00:00,8.168483333,1,13
"2649",2020-04-20 14:00:00,2.712299999,1,14
"2650",2020-04-20 15:00:00,11.037249999,1,15
"2651",2020-04-20 16:00:00,21.368416665,1,16
"2652",2020-04-20 17:00:00,2.136416669,1,17
"2653",2020-04-20 18:00:00,5.508133333,1,18
"2654",2020-04-20 19:00:00,3.641883334,1,19
"2655",2020-04-20 20:00:00,14.962233334,1,20
"2656",2020-04-20 21:00:00,16.55755,1,21
"2657",2020-04-20 22:00:00,27.187200003,1,22
"2658",2020-04-20 23:00:00,23.575416665,1,23
"2659",2020-04-21 00:00:00,39.479400003,2,0
"2660",2020-04-21 01:00:00,53.870800003,2,1
"2661",2020-04-21 02:00:00,36.905883332,2,2
"2662",2020-04-21 03:00:00,24.900966667,2,3
"2663",2020-04-21 04:00:00,23.755716665,2,4
"2664",2020-04-21 05:00:00,21.680816664,2,5
"2665",2020-04-21 06:00:00,21.838716668,2,6
"2666",2020-04-21 07:00:00,23.997633334,2,7
"2667",2020-04-21 08:00:00,25.919483334,2,8
"2668",2020-04-21 09:00:00,21.737666666,2,9
"2669",2020-04-21 10:00:00,27.949216667,2,10
"2670",2020-04-21 11:00:00,48.542450001,2,11
"2671",2020-04-21 12:00:00,46.102866669,2,12
"2672",2020-04-21 13:00:00,7.479166669,2,13
"2673",2020-04-21 14:00:00,4.474733339,2,14
"2674",2020-04-21 15:00:00,4.679066667,2,15
"2675",2020-04-21 16:00:00,17.905733332,2,16
"2676",2020-04-21 17:00:00,13.982866669,2,17
"2677",2020-04-21 18:00:00,27.963233331,2,18
"2678",2020-04-21 19:00:00,29.659599999,2,19
"2679",2020-04-21 20:00:00,17.066833335,2,20
"2680",2020-04-21 21:00:00,19.063000001,2,21
"2681",2020-04-21 22:00:00,36.890250003,2,22
"2682",2020-04-21 23:00:00,29.171033336,2,23
"2683",2020-04-22 00:00:00,27.062266665,3,0
"2684",2020-04-22 01:00:00,45.494466666,3,1
"2685",2020-04-22 02:00:00,53.335233332,3,2
"2686",2020-04-22 03:00:00,32.358683333,3,3
"2687",2020-04-22 04:00:00,32.537066665,3,4
"2688",2020-04-22 05:00:00,27.262699997,3,5
"2689",2020-04-22 06:00:00,22.802433332,3,6
"2690",2020-04-22 07:00:00,23.87035,3,7
"2691",2020-04-22 08:00:00,20.27675,3,8
"2692",2020-04-22 09:00:00,26.410416665,3,9
"2693",2020-04-22 10:00:00,20.880950003,3,10
"2694",2020-04-22 11:00:00,52.206349999,3,11
"2695",2020-04-22 12:00:00,36.459283335,3,12
"2696",2020-04-22 13:00:00,18.262866667,3,13
"2697",2020-04-22 14:00:00,9.276500002,3,14
"2698",2020-04-22 15:00:00,4.433333332,3,15
"2699",2020-04-22 16:00:00,12.131883335,3,16
"2700",2020-04-22 17:00:00,16.003283335,3,17
"2701",2020-04-22 18:00:00,28.655349996,3,18
"2702",2020-04-22 19:00:00,52.706783333,3,19
"2703",2020-04-22 20:00:00,48.252533333,3,20
"2704",2020-04-22 21:00:00,52.512100003,3,21
"2705",2020-04-22 22:00:00,45.96375,3,22
"2706",2020-04-22 23:00:00,35.948883337,3,23
"2707",2020-04-23 00:00:00,58.626799999,4,0
"2708",2020-04-23 01:00:00,73.360083331,4,1
"2709",2020-04-23 02:00:00,58.235600002,4,2
"2710",2020-04-23 03:00:00,47.999800001,4,3
"2711",2020-04-23 04:00:00,34.89285,4,4
"2712",2020-04-23 05:00:00,27.52735,4,5
"2713",2020-04-23 06:00:00,26.839316668,4,6
"2714",2020-04-23 07:00:00,33.383183332,4,7
"2715",2020-04-23 08:00:00,29.010483333,4,8
"2716",2020-04-23 09:00:00,49.6484,4,9
"2717",2020-04-23 10:00:00,32.790400002,4,10
"2718",2020-04-23 11:00:00,28.074533335,4,11
"2719",2020-04-23 12:00:00,22.6214,4,12
"2720",2020-04-23 13:00:00,20.040400001,4,13
"2721",2020-04-23 14:00:00,22.017783335,4,14
"2722",2020-04-23 15:00:00,26.137500001,4,15
"2723",2020-04-23 16:00:00,49.543883331,4,16
"2724",2020-04-23 17:00:00,25.469333335,4,17
"2725",2020-04-23 18:00:00,6.036550003,4,18
"2726",2020-04-23 19:00:00,4.950049999,4,19
"2727",2020-04-23 20:00:00,13.568700002,4,20
"2728",2020-04-23 21:00:00,22.905116668,4,21
"2729",2020-04-23 22:00:00,26.10325,4,22
"2730",2020-04-23 23:00:00,26.362616663,4,23
